source,resource_id,metric_name,service_tag,region,unit,timestamp,avg_value,min_value,max_value,count_value
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-08-01 00:00:00,8.032888455122107,6.0307747974765205,9.96754732866978,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-08-02 00:00:00,60.14738941237118,59.205300633409315,60.83414211972397,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-08-02 00:00:00,0.49873199844998667,0.31029567640120204,0.6791271535636638,24
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-14 00:00:00,98.37692726019311,98.37692726019311,98.37692726019311,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-16 00:00:00,49.44157319230517,49.44157319230517,49.44157319230517,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-19 00:00:00,49.10973852868756,49.10973852868756,49.10973852868756,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-20 00:00:00,50.36509207909666,50.36509207909666,50.36509207909666,1
azure_cost,vm-dev-01,daily_cost,development,centralus,usd,2026-07-21 00:00:00,10.100442712142094,10.100442712142094,10.100442712142094,1
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-08-01 00:00:00,99.94389683880577,99.94389683880577,99.94389683880577,1
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-14 00:00:00,7.795074047961896,6.084488398198106,9.994344716208946,24
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-16 00:00:00,11.937564577884503,11.11753776836337,12.92553865229697,24
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-16 00:00:00,49.011272322956266,46.65050604469929,51.17218937532731,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-17 00:00:00,60.05172608099389,59.01754529319797,60.719725100364556,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-17 00:00:00,0.5394638262311598,0.3038034107216785,0.6993683835770708,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-11 00:00:00,0.5207993050668882,0.30075239432103074,1.2,296
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-06-12 00:00:00,44.6439228162537,40.02284436884598,49.912615825620925,174
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-06-16 00:00:00,44.99691908168184,40.14219445300701,49.9682432665016,264
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-06-18 00:00:00,60.11085221291512,59.00361738057029,60.9931742954273,264
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-06-18 00:00:00,0.5100980839008611,0.3057667918649388,0.6992103445396193,264
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-06-19 00:00:00,55.099705158646664,53.01716577848031,56.9747559177666,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-06-21 00:00:00,1202.3650639949096,1102.7134637450276,1299.1847639468583,264
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-06-25 00:00:00,44.81734515985779,40.01333552961217,49.95836338739397,264
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-27 00:00:00,8.013025711716036,6.001316856610327,9.994638414616567,264
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-01 00:00:00,60.05879836576972,59.00535028501184,60.99916524982291,264
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-01 00:00:00,0.495738971960682,0.30017332237524397,0.6985523085246708,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-03 00:00:00,1196.372314097567,1100.6605492341716,1299.5291732078535,264
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-04 00:00:00,8.042580658139766,6.058680157147383,9.979771885855058,264
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-07-05 00:00:00,45.190412474073426,40.11709041722989,49.999589634233416,264
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-11 00:00:00,59.96852373920038,59.003241357562324,60.99422647329511,288
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-12 00:00:00,12.0685491327849,11.05343359224003,12.974065481798679,114
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-12 00:00:00,71.76611752320551,41.04856279324411,81.7040694323968,114
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-06-15 00:00:00,150.83693409107718,142.97421916856814,155.16937688339382,11
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-06-27 00:00:00,99.25080498411053,95.58562246918288,104.81541553836983,11
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-04 00:00:00,99.74749419585758,95.17938877935018,104.71176068788027,11
azure_cost,vm-dev-01,daily_cost,development,centralus,usd,2026-07-09 00:00:00,9.606107499638242,9.04423707709586,10.663368149158885,12
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-21 00:00:00,1203.7288180866879,1111.0756896933856,1296.1845598714658,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-23 00:00:00,7.899378084541191,6.006695625654078,9.950669120458588,24
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-07-24 00:00:00,44.966406881347666,40.37331561636021,49.66950768276212,24
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-26 00:00:00,11.964837453133969,11.059714138894083,12.811483764052364,24
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-26 00:00:00,64.08749421470554,61.52660656870823,66.34294216308456,24
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-23 00:00:00,95.33990624059757,95.33990624059757,95.33990624059757,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-26 00:00:00,48.334749724176184,48.334749724176184,48.334749724176184,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-12 00:00:00,48.535538544976646,48.01431646644968,49.05676062350362,2
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-15 00:00:00,60.1438936427159,59.322473263178715,60.99890631527032,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-15 00:00:00,0.4760326688407785,0.3127041976525622,0.6945906163718973,24
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-06-12 00:00:00,12.081768955115155,11.005759149834422,12.997372918165553,174
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-06-12 00:00:00,35.54494951739075,33.146367712684345,37.886527644507694,174
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-06-13 00:00:00,59.94315035929166,59.0006563968513,60.99960201680924,261
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-06-13 00:00:00,0.49940567347385106,0.30044172834243915,0.698029043246401,261
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-06-14 00:00:00,60.086903824432,59.00104923115124,60.99965976499058,264
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-06-14 00:00:00,0.49934003369255925,0.301619575978854,0.6994630992709674,264
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-06-16 00:00:00,11.981081666862543,11.002260222957108,12.991541587841986,264
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-06-16 00:00:00,41.249245164591,37.89138061874767,43.910009041424885,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-06-19 00:00:00,1201.046273240177,1100.4176911296893,1299.9403676818154,264
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-06-20 00:00:00,60.02005594110975,59.00060279608754,60.999934670899194,264
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-06-20 00:00:00,0.5002512161099237,0.3011001437694035,0.6976831262268708,264
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-06-21 00:00:00,55.01038490685153,53.022395001679755,56.993749200147356,264
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-23 00:00:00,7.964637123264628,6.0004531090398014,9.99280554544534,264
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-06-25 00:00:00,12.048160102900821,11.01371196166833,12.996697323888966,264
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-06-25 00:00:00,54.66352685742094,51.35635435434383,57.42845116576059,264
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-29 00:00:00,8.026488301717215,6.022546215037387,9.977149780403003,264
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-07-03 00:00:00,54.952780010061254,53.02545550470777,56.97727905448818,264
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-05 00:00:00,11.951261370001241,11.0175130548479,12.993932177720367,264
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-05 00:00:00,69.73203564515238,66.58949182331489,72.422575659115,264
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-07-12 00:00:00,44.92730361603963,40.017720313513976,49.98760982156138,114
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-06-12 00:00:00,50.028303433825826,48.11709884315424,51.37883028864619,10
azure_cost,vm-dev-01,daily_cost,development,centralus,usd,2026-06-15 00:00:00,10.071944861640155,9.059783424856962,10.941384898009142,11
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-06-16 00:00:00,49.89946383261256,48.03342983617341,51.803846824268135,11
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-06-23 00:00:00,100.7092938719135,95.81322715122269,103.98373118935925,11
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-06-25 00:00:00,49.99949874031045,48.37075589850781,51.57547980382468,11
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-06-29 00:00:00,100.52816535759726,95.89481060403158,104.20873876460975,11
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-05 00:00:00,49.73008952709645,48.108909663515846,51.5494614390548,11
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-07-09 00:00:00,149.14450709409041,143.40984668416584,157.2515298000258,12
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-07-21 00:00:00,54.912983089140226,53.06565678567227,56.75012800604475,24
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-24 00:00:00,11.974188761955636,11.05372670735753,12.932039408217081,24
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-24 00:00:00,60.87884266605923,59.15412579240965,62.89299310414524,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-25 00:00:00,60.12091077022194,59.000550403347034,60.91679514613801,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-25 00:00:00,0.5153977036848391,0.34801159579092933,0.6784623123361748,24
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-07-26 00:00:00,45.17018738903576,40.463477989518026,49.51636025239707,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-29 00:00:00,60.035745184077,59.12927481071542,60.94740568941124,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-29 00:00:00,0.4975833821646935,0.313205622490333,0.6665659441879717,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-08-04 00:00:00,59.97749972267653,59.01447605060839,60.92369973224567,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-08-04 00:00:00,0.48318948176189463,0.3014137795337867,0.6943353187687284,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-08-05 00:00:00,60.035873371341154,59.0095602932107,60.984444476338446,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-08-05 00:00:00,0.4962455076778214,0.30354607897285624,0.689816016605933,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-08-06 00:00:00,7.157274870316657,6.061058360501655,8.507807285793467,5
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-13 00:00:00,98.3265497334957,98.3265497334957,98.3265497334957,1
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-24 00:00:00,51.943415250024124,51.943415250024124,51.943415250024124,1
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-13 00:00:00,7.841897788501409,6.016535270336844,9.994309811138518,27
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-06-15 00:00:00,44.77064900646492,40.04910695544537,49.96683067809221,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-06-17 00:00:00,1202.3845118844238,1100.3843692041942,1299.9769818595141,264
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-06-24 00:00:00,55.09982758956381,53.00220763498337,56.9711518023848,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-06-26 00:00:00,1200.8752844042183,1100.2799539778598,1299.8648952797837,264
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-06-28 00:00:00,54.97368203962237,53.001729389797276,56.98501607328285,264
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-30 00:00:00,8.035521830662635,6.021625788809429,9.999247869400278,264
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-02 00:00:00,1201.0545844458916,1100.8962248769203,1297.1831764253561,264
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-07 00:00:00,59.99899092076845,59.003670271902706,60.99010304007163,283
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-07 00:00:00,0.5045979331683473,0.30330273517543005,0.6982238479790169,283
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-07-09 00:00:00,12.015782052971261,11.00844999065437,12.999717400430683,288
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-07-09 00:00:00,72.74444556541884,35.93907384662663,78.49464429452183,288
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-10 00:00:00,60.026079471305366,59.003271832264005,60.99509109599712,288
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-10 00:00:00,0.4980285500336568,0.3001150728543591,0.699508525695345,288
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-06-12 00:00:00,150.16118285961136,142.72284445803626,156.4264554152249,10
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-06-16 00:00:00,149.11514023785574,142.96201339791193,156.04950055311699,11
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-06-25 00:00:00,149.8633735111655,142.2112159990143,157.496764807779,11
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-06-30 00:00:00,99.21617227077823,95.43808832035504,103.89619336233895,11
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-07-05 00:00:00,151.7526852075933,145.72501104144283,157.36929217744515,11
azure_cost,svc-api-gateway,daily_cost,api,eastus2,usd,2026-07-09 00:00:00,49.90548969183413,48.09703424814168,51.49217829352037,12
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-18 00:00:00,8.04782173549237,6.0140364320559385,9.917713363865472,24
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-19 00:00:00,1207.2568304133158,1112.1184349033183,1288.6215264379052,24
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-20 00:00:00,1185.0176963181436,1105.6686695591925,1296.1623914297961,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-27 00:00:00,8.10001778689531,6.069728492995793,9.598768301482881,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-30 00:00:00,8.155672815941069,6.00422421809847,9.996110563529635,24
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-08-01 00:00:00,60.0733728665374,59.03478289201202,60.8788142548322,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-08-01 00:00:00,0.4673053455324288,0.30866642785499654,0.6829037450650941,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-08-02 00:00:00,7.993412783347776,6.286998203261588,9.61421077936826,24
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-17 00:00:00,98.14539415689724,98.14539415689724,98.14539415689724,1
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-18 00:00:00,96.44235582198081,96.44235582198081,96.44235582198081,1
azure_cost,vm-prod-02,daily_cost,compute,centralus,usd,2026-07-24 00:00:00,144.10364896367398,144.10364896367398,144.10364896367398,1
azure_cost,vm-dev-01,daily_cost,development,centralus,usd,2026-07-26 00:00:00,10.744781478875648,10.744781478875648,10.744781478875648,1
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-27 00:00:00,95.8760449163492,95.8760449163492,95.8760449163492,1
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-07-30 00:00:00,102.6068028304707,102.6068028304707,102.6068028304707,1
azure_cost,vm-prod-01,daily_cost,compute,centralus,usd,2026-08-02 00:00:00,97.21825449559732,97.21825449559732,97.21825449559732,1
azure_cost,vm-dev-01,daily_cost,development,centralus,usd,2026-07-12 00:00:00,10.177489679688708,10.15599435170798,10.198985007669439,2
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-07-14 00:00:00,59.87564085607246,59.0011859420064,60.9625641294861,24
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-14 00:00:00,0.5112893147223817,0.3009086577990171,0.6496776987440089,24
datadog,svc-api-gateway,request_rate,api,eastus2,rpm,2026-07-16 00:00:00,1200.0638174801454,1100.1653124759514,1288.6785753736856,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-07-17 00:00:00,7.840673186000342,6.039697200610561,9.767126415314568,24
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-17 00:00:00,7.912281719247592,6.005371902429067,9.993753599151077,264
azure_monitor,vm-prod-01,cpu_utilization,compute,centralus,percent,2026-06-22 00:00:00,44.8705930252913,40.00714235207227,49.99083093680531,264
