source,resource_id,metric_name,value,unit,timestamp,region,service_tag
azure_monitor,vm-prod-01,memory_utilization,53.558514999908,percent,2026-06-12 11:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,7.647136975482619,percent,2026-06-12 11:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.398534749085318,percent,2026-06-12 11:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,33.4535109644315,percent,2026-06-12 11:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.35699295465208,percent,2026-06-12 11:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1118.3905953232852,rpm,2026-06-12 11:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6134454668445386,percent,2026-06-12 11:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,43.96921878099031,percent,2026-06-12 12:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.651455009346044,percent,2026-06-12 12:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,7.826253473468299,percent,2026-06-12 12:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.956828063404341,percent,2026-06-12 12:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,37.0218047927548,percent,2026-06-12 12:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.90538842096639,percent,2026-06-12 12:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1289.4720124619992,rpm,2026-06-12 12:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.3094787031887919,percent,2026-06-12 12:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,42.20951927786393,percent,2026-06-12 13:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.689467201175,percent,2026-06-12 13:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,9.275654872338809,percent,2026-06-12 13:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.435652338167078,percent,2026-06-12 13:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,35.051194779515654,percent,2026-06-12 13:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.9362375360808,percent,2026-06-12 13:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1177.8162482789762,rpm,2026-06-12 13:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.477877767602448,percent,2026-06-12 13:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,45.28558833798633,percent,2026-06-12 14:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,56.65647326766003,percent,2026-06-12 14:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.654384358815758,percent,2026-06-12 14:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.898996659716094,percent,2026-06-12 14:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.60033910661313,percent,2026-06-12 14:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.896705284266865,percent,2026-06-12 14:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1164.3676545937976,rpm,2026-06-12 14:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.5252075204994402,percent,2026-06-12 14:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,47.34575119038422,percent,2026-06-12 15:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.47915942647667,percent,2026-06-12 15:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,9.52630848237859,percent,2026-06-12 15:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.729036161607532,percent,2026-06-12 15:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.70768355062758,percent,2026-06-12 15:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.47119990875278,percent,2026-06-12 15:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1150.9605688861905,rpm,2026-06-12 15:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6937250245798106,percent,2026-06-12 15:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,40.569171808581366,percent,2026-06-12 16:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.61079214417003,percent,2026-06-12 16:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.880502264124406,percent,2026-06-12 16:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.351919889423387,percent,2026-06-12 16:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.65574791763904,percent,2026-06-12 16:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.06166283256495,percent,2026-06-12 16:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1234.2320205414803,rpm,2026-06-12 16:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.5283827775389955,percent,2026-06-12 16:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,45.635325200922175,percent,2026-06-12 17:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.08926081411208,percent,2026-06-12 17:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.454073960380821,percent,2026-06-12 17:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.825997766334181,percent,2026-06-12 17:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.02988312431312,percent,2026-06-12 17:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.979387264929315,percent,2026-06-12 17:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1246.7829513902673,rpm,2026-06-12 17:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6562529372389201,percent,2026-06-12 17:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,49.219819128747574,percent,2026-06-12 18:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.64009496149145,percent,2026-06-12 18:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.091762135996778,percent,2026-06-12 18:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.882782422031148,percent,2026-06-12 18:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.87870828158661,percent,2026-06-12 18:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.08265669310998,percent,2026-06-12 18:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1152.3511617090205,rpm,2026-06-12 18:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.4866928429239701,percent,2026-06-12 18:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,47.611221948344976,percent,2026-06-12 19:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.736114402070676,percent,2026-06-12 19:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.517227130671401,percent,2026-06-12 19:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.493717457720226,percent,2026-06-12 19:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.910841578064584,percent,2026-06-12 19:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.68868213812361,percent,2026-06-12 19:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1203.0966024821487,rpm,2026-06-12 19:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6602915942256202,percent,2026-06-12 19:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,49.40041573610163,percent,2026-06-12 20:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.50507952292341,percent,2026-06-12 20:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.275826886186774,percent,2026-06-12 20:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.304677011899225,percent,2026-06-12 20:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.03180986271928,percent,2026-06-12 20:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.29647448560477,percent,2026-06-12 20:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1247.6769715424068,rpm,2026-06-12 20:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6545701950349669,percent,2026-06-12 20:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,44.968857709634406,percent,2026-06-12 21:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.99137107472453,percent,2026-06-12 21:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.426301101539281,percent,2026-06-12 21:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.500266910923205,percent,2026-06-12 21:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.45631751651117,percent,2026-06-12 21:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.30199285119225,percent,2026-06-12 21:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1288.7150911288343,rpm,2026-06-12 21:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.4362865923094805,percent,2026-06-12 21:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,40.10760486255192,percent,2026-06-12 22:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,56.54851667377898,percent,2026-06-12 22:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.452287266537466,percent,2026-06-12 22:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.767957274796531,percent,2026-06-12 22:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,35.89716164197913,percent,2026-06-12 22:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.70043651921159,percent,2026-06-12 22:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1284.8893992868052,rpm,2026-06-12 22:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.3801288921971975,percent,2026-06-12 22:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,41.86747124658719,percent,2026-06-12 23:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.10608584865859,percent,2026-06-12 23:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.5444114462180965,percent,2026-06-12 23:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.485793050211688,percent,2026-06-12 23:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,37.84134678648038,percent,2026-06-12 23:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.529792778403525,percent,2026-06-12 23:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1278.088914728728,rpm,2026-06-12 23:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6253447939483614,percent,2026-06-12 23:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,49.666417715178646,percent,2026-06-13 00:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.86962826205657,percent,2026-06-13 00:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.063059662444601,percent,2026-06-13 00:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.910572835891823,percent,2026-06-13 00:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.98512412027614,percent,2026-06-13 00:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.83746695704221,percent,2026-06-13 00:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1191.4806552528178,rpm,2026-06-13 00:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.3637412617079299,percent,2026-06-13 00:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,46.629499398018986,percent,2026-06-13 01:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.59861800972295,percent,2026-06-13 01:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.67522730658241,percent,2026-06-13 01:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.755278155763778,percent,2026-06-13 01:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.37454205027749,percent,2026-06-13 01:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.373939956295466,percent,2026-06-13 01:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1183.14898834199,rpm,2026-06-13 01:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.44540388831292543,percent,2026-06-13 01:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,44.04120814396686,percent,2026-06-13 02:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.68112232075988,percent,2026-06-13 02:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.156490531761682,percent,2026-06-13 02:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.856889563733006,percent,2026-06-13 02:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.64827635880681,percent,2026-06-13 02:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.25078029426322,percent,2026-06-13 02:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1195.4362701175498,rpm,2026-06-13 02:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.3593085428264833,percent,2026-06-13 02:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,41.50886271866903,percent,2026-06-13 03:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,56.597648731494104,percent,2026-06-13 03:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.890544659979597,percent,2026-06-13 03:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.108115777053724,percent,2026-06-13 03:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,34.837994380784124,percent,2026-06-13 03:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.5363514569634,percent,2026-06-13 03:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1253.806335963467,rpm,2026-06-13 03:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.5686695543353356,percent,2026-06-13 03:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,43.29204607370697,percent,2026-06-13 04:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,56.5916530415537,percent,2026-06-13 04:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.288143375466165,percent,2026-06-13 04:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.65992122469794,percent,2026-06-13 04:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.67996616401877,percent,2026-06-13 04:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.60481979450691,percent,2026-06-13 04:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1279.3461586524854,rpm,2026-06-13 04:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.31613924118124803,percent,2026-06-13 04:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,41.58834879766806,percent,2026-06-13 05:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.20035807227975,percent,2026-06-13 05:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.436405087560846,percent,2026-06-13 05:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.10833353773057,percent,2026-06-13 05:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.74255205656923,percent,2026-06-13 05:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.8129429181852,percent,2026-06-13 05:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1277.7420123314469,rpm,2026-06-13 05:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.47603063989352656,percent,2026-06-13 05:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,40.9969442776454,percent,2026-06-13 06:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.61428640361798,percent,2026-06-13 06:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.106882025206339,percent,2026-06-13 06:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.141102734954863,percent,2026-06-13 06:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,38.331765715405126,percent,2026-06-13 06:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.148253193029326,percent,2026-06-13 06:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1121.6296206859058,rpm,2026-06-13 06:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.45236322170556914,percent,2026-06-13 06:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,49.00331135484854,percent,2026-06-13 07:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.33110457260947,percent,2026-06-13 07:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.837409433257667,percent,2026-06-13 07:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.606227306800363,percent,2026-06-13 07:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.448236826900406,percent,2026-06-13 07:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,60.41003557979602,percent,2026-06-13 07:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1219.2942100066098,rpm,2026-06-13 07:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.6302298419258391,percent,2026-06-13 07:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,44.79971557918479,percent,2026-06-13 08:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,54.919790091756596,percent,2026-06-13 08:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.561647429493291,percent,2026-06-13 08:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.799615781732598,percent,2026-06-13 08:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,37.193392755878556,percent,2026-06-13 08:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.6082967658946,percent,2026-06-13 08:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1278.2620046410477,rpm,2026-06-13 08:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.3376667652913923,percent,2026-06-13 08:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,46.914363173794165,percent,2026-06-13 09:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,53.54209912596378,percent,2026-06-13 09:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.323631401655559,percent,2026-06-13 09:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.438542555396898,percent,2026-06-13 09:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.871536170691,percent,2026-06-13 09:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.09232850595199,percent,2026-06-13 09:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1239.2754468029223,rpm,2026-06-13 09:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.32743366350987935,percent,2026-06-13 09:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,47.06030860101652,percent,2026-06-13 10:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.259868193986485,percent,2026-06-13 10:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,8.187197357237578,percent,2026-06-13 10:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.97676032034672,percent,2026-06-13 10:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.12097711998846,percent,2026-06-13 10:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.17912712770312,percent,2026-06-13 10:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1246.8471983002612,rpm,2026-06-13 10:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.4248787419567489,percent,2026-06-13 10:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,44.64917152992794,percent,2026-06-13 11:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,56.8572797307021,percent,2026-06-13 11:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,6.830248067227897,percent,2026-06-13 11:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,11.012194566490104,percent,2026-06-13 11:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.47860195651227,percent,2026-06-13 11:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.50819815806001,percent,2026-06-13 11:45:40.188464,centralus,compute
datadog,svc-api-gateway,request_rate,1116.9452212624192,rpm,2026-06-13 11:45:40.188464,eastus2,api
datadog,svc-api-gateway,error_rate,0.5784295879437782,percent,2026-06-13 11:45:40.188464,eastus2,api
azure_monitor,vm-prod-01,cpu_utilization,43.33374785223597,percent,2026-06-13 12:45:40.188464,centralus,compute
azure_monitor,vm-prod-01,memory_utilization,55.836325888607405,percent,2026-06-13 12:45:40.188464,centralus,compute
azure_monitor,vm-dev-01,cpu_utilization,7.573503428594261,percent,2026-06-13 12:45:40.188464,centralus,development
azure_monitor,vm-dev-01,memory_utilization,12.484818333025643,percent,2026-06-13 12:45:40.188464,centralus,development
azure_monitor,vm-prod-02,cpu_utilization,36.175428639243165,percent,2026-06-13 12:45:40.188464,centralus,compute
azure_monitor,vm-prod-02,memory_utilization,59.88143331570771,percent,2026-06-13 12:45:40.188464,centralus,compute
